tag.number.full,DT,Location,Type,Num_Detect,Date,Species,Gender,Length,Time,sponser,name,school,school_class,Location2,Name,LAT,LONG,color
900_228000637925,2021-05-19T08:43:04Z,D2,HA,12,4/20/21,A,M,27.7,22:07:00,,Helen,Mullen_Hall,Mullen_Kirincich,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637925,2021-05-19T08:44:30Z,D2,HA,8,4/20/21,A,M,27.7,22:07:00,,Helen,Mullen_Hall,Mullen_Kirincich,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637926,2021-04-21T04:28:47Z,J1,HA,1055								,4/20/21,A,M,27.2,22:09:00,,Ajar,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637926,2021-04-21T04:28:48Z,J1,HA,1								,4/20/21,A,M,27.2,22:09:00,,Ajar,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637926,2021-04-21T04:29:28Z,J1,HA,98								,4/20/21,A,M,27.2,22:09:00,,Ajar,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637926,2021-04-21T04:40:12Z,J1,HA,302								,4/20/21,A,M,27.2,22:09:00,,Ajar,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637926,2021-04-21T04:40:45Z,J2,HA,1								,4/20/21,A,M,27.2,22:09:00,,Ajar,Mullen_Hall,Mullen_Kirincich,10,Bottom JP Corssing,41.5898,-70.572418,#fff7bc
900_228000637926,2021-04-21T04:40:45Z,J2,HA,224								,4/20/21,A,M,27.2,22:09:00,,Ajar,Mullen_Hall,Mullen_Kirincich,10,Bottom JP Corssing,41.5898,-70.572418,#fff7bc
900_228000637926,2021-04-21T04:42:47Z,J3,HA,300								,4/20/21,A,M,27.2,22:09:00,,Ajar,Mullen_Hall,Mullen_Kirincich,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637926,2021-04-21T04:42:48Z,J3,HA,1								,4/20/21,A,M,27.2,22:09:00,,Ajar,Mullen_Hall,Mullen_Kirincich,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637926,2021-04-21T04:44:04Z,J3,HA,187								,4/20/21,A,M,27.2,22:09:00,,Ajar,Mullen_Hall,Mullen_Kirincich,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637926,2021-04-21T04:44:31Z,J3,HA,63								,4/20/21,A,M,27.2,22:09:00,,Ajar,Mullen_Hall,Mullen_Kirincich,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637926,2021-04-21T04:44:32Z,J3,HA,1								,4/20/21,A,M,27.2,22:09:00,,Ajar,Mullen_Hall,Mullen_Kirincich,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637926,2021-04-21T04:45:03Z,J4,HA,524								,4/20/21,A,M,27.2,22:09:00,,Ajar,Mullen_Hall,Mullen_Kirincich,12,Above JP Crossing,41.5898,-70.572418,#d95f0e
900_228000637926,2021-04-21T04:45:04Z,J4,HA,2								,4/20/21,A,M,27.2,22:09:00,,Ajar,Mullen_Hall,Mullen_Kirincich,12,Above JP Crossing,41.5898,-70.572418,#d95f0e
900_228000637926,2021-04-21T20:36:05Z,D1,HA,749,4/20/21,A,M,27.2,22:09:00,,Ajar,Mullen_Hall,Mullen_Kirincich,20,Coon Pond Box,41.619134,-70.572175,#e34a33
900_228000637926,2021-04-21T20:37:28Z,D1,HA,34,4/20/21,A,M,27.2,22:09:00,,Ajar,Mullen_Hall,Mullen_Kirincich,20,Coon Pond Box,41.619134,-70.572175,#e34a33
900_228000637926,2021-04-21T20:42:03Z,D2,HA,536,4/20/21,A,M,27.2,22:09:00,,Ajar,Mullen_Hall,Mullen_Kirincich,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637927,2021-04-21T04:01:06Z,A6,HA,951,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,4,Dexters 2,41.5855,-70.572629,#3182bd
900_228000637927,2021-04-21T06:04:29Z,J1,HA,112								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:04:31Z,J1,HA,1								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:08:42Z,J1,HA,611								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:08:43Z,J1,HA,1								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:08:44Z,J1,HA,1								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:08:45Z,J1,HA,2								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:09:22Z,J1,HA,88								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:09:25Z,J1,HA,1								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:09:31Z,J1,HA,6								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:09:32Z,J1,HA,1								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:09:37Z,J1,HA,7								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:09:38Z,J1,HA,3								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:09:42Z,J1,HA,8								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:11:15Z,J1,HA,229								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:11:16Z,J1,HA,1								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:17:58Z,J1,HA,999								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:18:00Z,J1,HA,2								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:21:12Z,J1,HA,475								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:21:13Z,J1,HA,1								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:21:23Z,J1,HA,22								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:21:24Z,J1,HA,1								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:21:26Z,J1,HA,4								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:21:27Z,J1,HA,1								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:21:29Z,J1,HA,1								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:21:29Z,J1,HA,2								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:21:32Z,J1,HA,1								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:21:33Z,J1,HA,1								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:21:34Z,J1,HA,2								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:21:36Z,J1,HA,2								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:21:48Z,J1,HA,25								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:21:50Z,J1,HA,4								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:21:52Z,J1,HA,1								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:23:52Z,J1,HA,13								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:23:55Z,J1,HA,1								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:24:39Z,J1,HA,108								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:24:42Z,J1,HA,2								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:24:43Z,J1,HA,1								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:24:44Z,J1,HA,1								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:24:51Z,J1,HA,1								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:24:52Z,J1,HA,1								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:24:57Z,J1,HA,11								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:24:58Z,J1,HA,2								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:54:01Z,J1,HA,284								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:54:02Z,J1,HA,1								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:54:05Z,J1,HA,1								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:54:05Z,J1,HA,3								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:54:07Z,J1,HA,1								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:54:09Z,J1,HA,2								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:54:19Z,J1,HA,24								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:54:23Z,J1,HA,1								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:54:24Z,J1,HA,1								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:54:28Z,J1,HA,1								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:54:35Z,J1,HA,3								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:54:36Z,J1,HA,1								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:54:38Z,J1,HA,3								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:57:42Z,J1,HA,0								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:58:12Z,J1,HA,14								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:58:14Z,J1,HA,1								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637927,2021-04-21T06:59:55Z,J2,HA,89								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,10,Bottom JP Corssing,41.5898,-70.572418,#fff7bc
900_228000637927,2021-04-21T07:02:26Z,J3,HA,71								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637927,2021-04-21T07:02:27Z,J3,HA,1								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637927,2021-04-21T07:02:58Z,J4,HA,6								,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,12,Above JP Crossing,41.5898,-70.572418,#d95f0e
900_228000637927,2021-04-21T23:55:12Z,D1,HA,121,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,20,Coon Pond Box,41.619134,-70.572175,#e34a33
900_228000637927,2021-04-21T23:55:20Z,D1,HA,3,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,20,Coon Pond Box,41.619134,-70.572175,#e34a33
900_228000637927,2021-04-21T23:56:20Z,D1,HA,305,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,20,Coon Pond Box,41.619134,-70.572175,#e34a33
900_228000637927,2021-04-21T23:57:05Z,D1,HA,72,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,20,Coon Pond Box,41.619134,-70.572175,#e34a33
900_228000637927,2021-04-21T23:57:34Z,D1,HA,66,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,20,Coon Pond Box,41.619134,-70.572175,#e34a33
900_228000637927,2021-04-21T23:58:28Z,D1,HA,284,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,20,Coon Pond Box,41.619134,-70.572175,#e34a33
900_228000637927,2021-04-21T23:59:06Z,D1,HA,176,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,20,Coon Pond Box,41.619134,-70.572175,#e34a33
900_228000637927,2021-04-21T23:59:32Z,D1,HA,94,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,20,Coon Pond Box,41.619134,-70.572175,#e34a33
900_228000637927,2021-04-22T00:04:46Z,D1,HA,215,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,20,Coon Pond Box,41.619134,-70.572175,#e34a33
900_228000637927,2021-04-22T00:04:51Z,D1,HA,12,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,20,Coon Pond Box,41.619134,-70.572175,#e34a33
900_228000637927,2021-04-22T00:05:47Z,D1,HA,275,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,20,Coon Pond Box,41.619134,-70.572175,#e34a33
900_228000637927,2021-04-22T00:06:15Z,D1,HA,8,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,20,Coon Pond Box,41.619134,-70.572175,#e34a33
900_228000637927,2021-04-22T00:06:28Z,D1,HA,1,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,20,Coon Pond Box,41.619134,-70.572175,#e34a33
900_228000637927,2021-04-22T09:29:25Z,D2,HA,1316,4/20/21,A,M,28,22:11:00,,Tonystark,Mullen_Hall,Mullen_Kirincich,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637928,2021-04-21T03:53:42Z,A6,HA,125,4/20/21,A,M,28.2,22:13:00,Lynne Carreiro,Hazel,,,4,Dexters 2,41.5855,-70.572629,#3182bd
900_228000637928,2021-04-21T05:22:24Z,J1,HA,3147								,4/20/21,A,M,28.2,22:13:00,Lynne Carreiro,Hazel,,,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637928,2021-04-21T05:22:31Z,J1,HA,11								,4/20/21,A,M,28.2,22:13:00,Lynne Carreiro,Hazel,,,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637928,2021-04-21T05:22:32Z,J1,HA,1								,4/20/21,A,M,28.2,22:13:00,Lynne Carreiro,Hazel,,,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637928,2021-04-21T05:22:33Z,J1,HA,1								,4/20/21,A,M,28.2,22:13:00,Lynne Carreiro,Hazel,,,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637928,2021-04-21T05:23:46Z,J1,HA,179								,4/20/21,A,M,28.2,22:13:00,Lynne Carreiro,Hazel,,,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637928,2021-04-21T05:23:48Z,J1,HA,1								,4/20/21,A,M,28.2,22:13:00,Lynne Carreiro,Hazel,,,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637928,2021-04-21T05:23:50Z,J1,HA,2								,4/20/21,A,M,28.2,22:13:00,Lynne Carreiro,Hazel,,,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637928,2021-04-21T05:24:24Z,J2,HA,5457								,4/20/21,A,M,28.2,22:13:00,Lynne Carreiro,Hazel,,,10,Bottom JP Corssing,41.5898,-70.572418,#fff7bc
900_228000637928,2021-04-21T05:26:38Z,J3,HA,5431								,4/20/21,A,M,28.2,22:13:00,Lynne Carreiro,Hazel,,,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637928,2021-04-21T05:26:58Z,J4,HA,5391								,4/20/21,A,M,28.2,22:13:00,Lynne Carreiro,Hazel,,,12,Above JP Crossing,41.5898,-70.572418,#d95f0e
900_228000637928,2021-04-21T05:27:00Z,J4,HA,3								,4/20/21,A,M,28.2,22:13:00,Lynne Carreiro,Hazel,,,12,Above JP Crossing,41.5898,-70.572418,#d95f0e
900_228000637929,2021-04-30T03:11:25Z,A5,HA,1726,4/20/21,A,M,27.2,22:15:00,Lynne Carreiro,Iris,,,3,Dexters 1,41.5855,-70.572629,#3182bd
900_228000637929,2021-04-30T03:11:29Z,A5,HA,7,4/20/21,A,M,27.2,22:15:00,Lynne Carreiro,Iris,,,3,Dexters 1,41.5855,-70.572629,#3182bd
900_228000637929,2021-04-30T04:03:28Z,J1,HA,7522								,4/20/21,A,M,27.2,22:15:00,Lynne Carreiro,Iris,,,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637929,2021-04-30T04:04:12Z,J2,HA,7568								,4/20/21,A,M,27.2,22:15:00,Lynne Carreiro,Iris,,,10,Bottom JP Corssing,41.5898,-70.572418,#fff7bc
900_228000637929,2021-04-30T04:04:14Z,J2,HA,1								,4/20/21,A,M,27.2,22:15:00,Lynne Carreiro,Iris,,,10,Bottom JP Corssing,41.5898,-70.572418,#fff7bc
900_228000637929,2021-04-30T04:05:25Z,J3,HA,7599								,4/20/21,A,M,27.2,22:15:00,Lynne Carreiro,Iris,,,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637929,2021-04-30T04:05:54Z,J3,HA,69								,4/20/21,A,M,27.2,22:15:00,Lynne Carreiro,Iris,,,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637929,2021-04-30T04:06:33Z,J4,HA,7740								,4/20/21,A,M,27.2,22:15:00,Lynne Carreiro,Iris,,,12,Above JP Crossing,41.5898,-70.572418,#d95f0e
900_228000637929,2021-04-30T04:06:34Z,J4,HA,2								,4/20/21,A,M,27.2,22:15:00,Lynne Carreiro,Iris,,,12,Above JP Crossing,41.5898,-70.572418,#d95f0e
900_228000637929,2021-04-30T04:06:36Z,J4,HA,2								,4/20/21,A,M,27.2,22:15:00,Lynne Carreiro,Iris,,,12,Above JP Crossing,41.5898,-70.572418,#d95f0e
900_228000637930,2021-04-21T04:54:21Z,A5,HA,173,4/20/21,A,M,26,22:17:00,Lynne Carreiro,Mike,,,3,Dexters 1,41.5855,-70.572629,#3182bd
900_228000637930,2021-04-21T04:55:50Z,A6,HA,170,4/20/21,A,M,26,22:17:00,Lynne Carreiro,Mike,,,4,Dexters 2,41.5855,-70.572629,#3182bd
900_228000637930,2021-04-21T06:37:01Z,J1,HA,1548								,4/20/21,A,M,26,22:17:00,Lynne Carreiro,Mike,,,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637930,2021-04-21T06:37:02Z,J1,HA,1								,4/20/21,A,M,26,22:17:00,Lynne Carreiro,Mike,,,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637930,2021-04-21T06:37:42Z,J1,HA,93								,4/20/21,A,M,26,22:17:00,Lynne Carreiro,Mike,,,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637930,2021-04-21T06:37:45Z,J1,HA,1								,4/20/21,A,M,26,22:17:00,Lynne Carreiro,Mike,,,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637930,2021-04-21T06:37:47Z,J1,HA,1								,4/20/21,A,M,26,22:17:00,Lynne Carreiro,Mike,,,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637930,2021-04-21T06:37:49Z,J1,HA,1								,4/20/21,A,M,26,22:17:00,Lynne Carreiro,Mike,,,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637930,2021-04-21T06:48:03Z,J1,HA,6								,4/20/21,A,M,26,22:17:00,Lynne Carreiro,Mike,,,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637930,2021-04-21T06:48:04Z,J1,HA,1								,4/20/21,A,M,26,22:17:00,Lynne Carreiro,Mike,,,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637930,2021-04-21T06:48:07Z,J1,HA,1								,4/20/21,A,M,26,22:17:00,Lynne Carreiro,Mike,,,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637930,2021-04-21T06:48:40Z,J1,HA,53								,4/20/21,A,M,26,22:17:00,Lynne Carreiro,Mike,,,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637930,2021-04-21T06:48:41Z,J1,HA,2								,4/20/21,A,M,26,22:17:00,Lynne Carreiro,Mike,,,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637930,2021-04-21T06:48:42Z,J1,HA,1								,4/20/21,A,M,26,22:17:00,Lynne Carreiro,Mike,,,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637930,2021-04-21T06:48:44Z,J1,HA,3								,4/20/21,A,M,26,22:17:00,Lynne Carreiro,Mike,,,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637930,2021-04-21T06:49:12Z,J1,HA,2								,4/20/21,A,M,26,22:17:00,Lynne Carreiro,Mike,,,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637930,2021-04-21T06:49:13Z,J1,HA,1								,4/20/21,A,M,26,22:17:00,Lynne Carreiro,Mike,,,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637930,2021-04-21T06:49:15Z,J1,HA,1								,4/20/21,A,M,26,22:17:00,Lynne Carreiro,Mike,,,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637930,2021-04-21T06:49:52Z,J2,HA,3327								,4/20/21,A,M,26,22:17:00,Lynne Carreiro,Mike,,,10,Bottom JP Corssing,41.5898,-70.572418,#fff7bc
